author,date,text,label,video
HAGER KOTRY,2015-04-19T08:21:52.071000,ALL SCHOOL DROP OUTS I KNEW AS FRIENDS BEFORE THEY DECIDED TO DROP SCHOOL THINK THERE IS NO NEED FOR AN ID CARD OR A CERTIFICATION TO PROVE YOU ARE AN EDUCATED CLEAN IN CRIMINAL RECORD TALENTED PERSON TO WORK IN ANY ENTERTAINMENT FIELD WORLDWIDE. THEY THINK THEY COULD BE RICH ENTERTAINERS BY CONSOLIDATING WITH ACTORS / ACTRESSES AS WELL AS SINGERS FOR A SHARE OF PROFIT(S).﻿,1,3
조윤기,2015-03-21T18:25:05.665000,like this comment if you&#39;re watching this video when big bang happened<br />i do﻿,1,3
JS Scott,2015-03-08T21:22:08.901000,"if watching in 2015 subscribe to <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/104999962146104962510"" oid=""104999962146104962510"">SuperMarioLogan</a></span> ﻿",1,3
Courtney Foama,2015-03-20T21:33:44.707000,like this comment if your watching in 2015 or 2016﻿,1,3
Jipi Trần,2015-05-26T07:16:51.245000,Good﻿,0,3
Salvador Sanchez,2015-05-24T02:28:34.605000,Why sooooo many downs?﻿,0,3
Mizz swagger,2015-01-27T01:53:24.950000,🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨<br />NOW THAT I HAVE YOUR ATTENTION!!! 🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨SUBSCRIBE TO MY CHANNEL!!!<br />🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨<br />GRACIAS!💋<br />🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨﻿,1,3
Nick Hardison,2015-05-20T21:46:43.674000,this song is fu cking awesom!!!!!!!﻿,0,3
Powpie Cheers,2015-05-23T13:58:07.199000,Lets party﻿,0,3
Tyler Jackson,2014-12-10T16:28:43.637000,subscribe to my channel yo - DJ Feelz﻿,1,3
Niecee Sumling,2015-05-20T07:52:09.296000,More views than nikki minaj Anaconda﻿,0,3
tchangkou,2014-12-04T01:31:02.296000,Check out this video on YouTube:﻿,1,3
mariosergopao,2014-07-23T10:58:59.825000, are  there  people who like  this shit? hahahahah :P<br />this isn&#39;t even real music.......... it&#39;s computer-based music.....<br />well done music industry.....﻿,0,3
ZeroxAbood677,2014-08-07T13:57:40.272000,Nezo and Ed<br />Like&amp;share this page on facebook please ﻿,1,3
Cameron Raji,2015-05-18T04:20:48.086000,Good times. ﻿,0,3
No Name Ass Fuk,2015-05-26T11:13:20.537000,old and good song﻿,0,3
ZRSFirelordGaming,2015-05-16T18:17:34.524000,XD I WAS GOING CRAZY FUCKIN CRAZY WATCHIN THIS BRAH﻿,0,3
Serbian Boy,2015-03-11T18:36:40.423000,LIKE AND SUBSCRIBE﻿,1,3
Helperitza,2015-02-04T10:23:50.394000,Check out this video on YouTube:﻿,1,3
Shaina Rodriguez,2015-05-16T00:20:41.387000,lol so funny love it﻿,0,3
Corey Wilson,2015-05-28T21:39:52.376000,"<a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=2m19s"">2:19</a> best part﻿",0,3
Tammy Floyd,2015-04-09T06:07:26.158000,Check out this video on YouTube:﻿,1,3
Teo Wei Jun,2015-05-19T02:04:52.377000,Every day I&#39;m Shuffling !﻿,0,3
Aaa Bbb,2014-12-21T06:07:48.379000,Check out this video on YouTube:﻿,1,3
Mah Productions,2014-07-26T17:07:51.274000,Check the shit out on my channel<br /><br /><br />SUBSCRIBE YOU WILL LIKE IT﻿,1,3
Malyka Mason,2014-11-09T13:59:14.102000,Check out this video on YouTube:it is a old track but it still bad﻿,1,3
vieshva .d.exodous,2015-05-18T08:38:34.236000,Awesome﻿,0,3
SHANE MINECRAFT,2015-05-09T01:25:16.018000,Come subscribe﻿,1,3
Xerota,2015-05-16T13:30:23.531000,"Almost 1 billion views, nice.﻿",0,3
connie cooper,2015-05-17T21:07:42.387000,wait I SAW A KID NOT KIDDING﻿,0,3
Pepe The Meme King,2015-05-19T03:50:16.935000,everyday I&#39;m shufflin﻿,0,3
Champagne Pedro,2015-03-21T14:18:39.798000,Check out this playlist on YouTube:<br /><br />﻿,1,3
Brian Brai,2015-05-28T08:57:27.399000,Omg﻿,0,3
The Relaxation Den,2015-05-17T12:13:49.502000,omg﻿,0,3
2010shevy,2014-11-06T01:23:03.262000,Check out this video on YouTube:﻿,1,3
Priscilla Sipinga,2015-01-19T05:53:12.118000,Check out this playlist on YouTube:hbbhhhgh﻿,1,3
Daniel Cruz,2015-05-20T04:15:49.589000,Who else saw jesses dancing sorry if I spelled it wrong  peace✌﻿,0,3
Pepe The Meme King,2015-05-19T03:49:29.427000,everyday I&#39;m shufflin﻿,0,3
craftygirl20141,2014-11-10T19:46:03.336000,hi everyone this is cool check out sexy and i know it﻿,1,3
Marie Joof,2015-01-13T17:35:36.999000,Check out this video on YouTube:hjalp﻿,1,3
‫ארז אריה‬‎,2015-05-15T19:46:53.719000,good party﻿,0,3
uncleltr,2015-05-20T01:50:18.209000,I miss this song. 😢﻿,0,3
ROBLOX Gaming,2015-05-16T01:54:31.334000,:3﻿,0,3
JuanjoOMG,2015-05-18T13:48:51.649000,my favorite song﻿,0,3
Marcus Wilkes,2015-03-05T10:52:51.062000,Check out this playlist on YouTube:﻿,1,3
chicharito fan,2015-05-17T19:35:44.075000,I could finally do the spongebob but I started yesterday XD﻿,0,3
zonZi,2015-05-09T13:09:17.453000,Who&#39;s watching in 2015 Subscribe for me !﻿,1,3
Liam Mcewan,2015-05-16T00:46:38.313000,shuffle!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0,3
Kiarna Burke,2015-04-11T08:36:04.370000,Check out this video on YouTube:﻿,1,3
July Baby,2015-04-28T10:24:07.401000,Check out this video on YouTube:﻿,1,3
Eli Zabeth,2015-05-17T01:14:28.368000,In my head this is like 2 years ago.. Time FLIES﻿,0,3
Boa Hancock Amelia Caria,2015-05-26T20:03:08.241000,Party rock! XD﻿,0,3
Bradley beswick,2015-05-14T13:12:39.729000,share your thoughts﻿,1,3
Nina Mackie,2015-05-17T09:07:30.578000,Take a look at this video on YouTub<br />You﻿,1,3
Alex Martin,2015-05-28T00:37:36.183000,I miss when people dressed like this.﻿,0,3
Paul Crowder,2015-05-27T00:33:53.183000,"This Will Always Be My Favorite Song<br />But My Favorite Part Is <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=3m40s"">3:40</a>-<a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=4m11s"">4:11</a> In The Video ﻿",0,3
Fire Ghost73,2015-05-19T22:01:54.036000,cooooooooooooolllllllllll﻿,0,3
Wayne Jackson,2015-04-15T11:00:09.313000,Check out this video on YouTube:﻿,1,3
Matias Álvarez calderon,2015-05-16T19:10:09.761000,awesome﻿,0,3
Олег Хижняк,2015-03-03T20:32:54.736000,subscribe﻿,1,3
Sadie Pratt,2015-04-19T20:48:32.564000,Check out this video on YouTube:fb i﻿,1,3
xXxPWND 420xXx,2014-07-21T11:05:51.945000,HOW MANY THUMBS UP FOR LOUIS SAVING THE DAY!?!?﻿,1,3
ampai gmuer,2015-01-27T13:23:56.061000,Check out this playlist on YouTube:👿👳👳👳👳👳﻿,1,3
Tuấn Anh Nguyễn Tiến,2015-05-22T12:31:53.438000,1000000000 views.﻿,0,3
Kiarna Burke,2015-04-11T08:36:04.034000,Check out this video on YouTube:﻿,1,3
Ognjen Videos,2015-04-08T21:11:31.085000,Please subscribe to my channel!Thanks!﻿,1,3
xiaoying chen,2014-10-02T15:00:43.724000,Check out this video on YouTube:﻿,1,3
Gonzalo Ferrare,2015-05-27T16:50:10.276000,this is increidebl﻿,0,3
Paul Crowder,2015-05-27T00:34:43.591000,JUST DANCE 3 😂😂😂﻿,0,3
Eliana Guzman,2015-05-24T15:47:50.071000,Wow I love it ﻿,0,3
Guren - MKII,2014-10-01T19:53:07.387000,everyday i&#39;m subscribe﻿,1,3
Wendy Artiles,2015-04-16T00:20:37.792000,Check out this video on YouTube:﻿,1,3
Monica Parker,2015-04-14T01:39:41.391000,Check out this video on YouTube:﻿,1,3
ViralVinesHD,2014-08-18T00:25:09.584000,"Like this comment, guys i just started up a new channel if i can get 200 subscribers by tonight ill do a $20 paypal giveaway like this comment so your friends can see it or others and they can also be entered GO !!!﻿",1,3
Chibi Chan,2015-05-25T03:11:56.180000,i want to be that robot guy...﻿,0,3
Tiona Mayo,2015-05-23T04:03:15.720000,Anyone else think this video theme is a bit of an insult to 28 days later? ﻿,0,3
GORHD/TV Studio,2014-11-25T16:15:50.566000,subscribers please`﻿,1,3
fulvio colace,2014-07-22T16:54:45.949000,OOOOO SHUFFLLLLLLLLLLLLLLLLLLLLLLINNNNN﻿,0,3
lol Ippocastano,2015-05-26T20:35:37.090000,"Party rock anthem is love,party rock anthem is life﻿",0,3
Marshmallow Kingdom,2015-05-20T12:39:21.201000,SERIOUSLY HOW DID THEY COME UP WITH THAT BEAT IT IS INSANELY GOOD HOLY FUCK﻿,0,3
Georges EIrani,2015-05-24T23:52:38.563000,Dance :)﻿,0,3
hassan laidli,2015-05-26T09:23:16.049000,cool﻿,0,3
Lukas Ogonowski,2015-05-27T14:01:10.337000,2015!! LLIKEE!!﻿,0,3
Julien Paradise,2015-05-17T16:18:24.098000,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock.﻿",0,3
Aye Thiri Paing,2015-03-01T05:13:01.606000,Check out this video on YouTube:﻿,1,3
orcou,2014-12-20T05:03:42.146000,Check out this video on YouTube:﻿,1,3
Renee Colley,2015-05-04T07:22:53.416000,Check out this video on YouTube:﻿,1,3
George Smith,2015-02-05T01:47:19.970000,Please become my first subscriber.  Thank you.﻿,1,3
Fred Courroie,2015-05-18T02:58:22.855000,Laughing My Fucking Ass Off!!!﻿,0,3
adish Newar,2015-05-17T08:21:37.091000,i like this steps...﻿,0,3
joann belin,2015-05-23T16:13:56.684000,give it a like﻿,1,3
On the Positive,2015-01-01T21:16:37.765000,Dear friends please subscribe to my channel I will be very glad to see You virucide ;-)﻿,1,3
Rajnoor Bawa,2014-10-07T17:48:27.641000,Check out this video on YouTube:﻿,1,3
Bob Orton,2014-07-22T00:26:50.820000,love this song﻿,0,3
Sean B,2014-11-10T07:35:42.081000,"Check out our app to solve all your party/drunk problems! <br /><a href=""https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en"">https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en</a>﻿",1,3
Malvin Baez,2015-05-03T01:39:03.193000,PLEASE DON&#39;T LIKE THIS COMMENT IF YOU ARE WATCHING IN 2015!!!!!!!!!!!﻿,1,3
Naga Berapi,2014-07-22T19:53:51.238000,The best song ever!﻿,0,3
Robotic Band,2014-07-22T12:52:36.698000,The best Song i saw ❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😘😘😘😘😘😘😘😘﻿,0,3
PATRICK_TW,2015-05-28T16:28:26.818000,Party rock﻿,0,3
Juan Martinez,2014-07-22T13:22:54.111000,I learned the shuffle because of them﻿,0,3
Dávvvid ツ,2014-08-31T12:06:37.835000,Tuto to subscribe to my channel because you should sign up for 17 l please thank you I&#39;d do anything for you to sign up a lot of good video I usually do!﻿,1,3
Dávid Baranovič,2014-07-23T11:57:11.271000,every bady yust have a good time﻿,0,3
Callum Hudson,2015-05-17T12:44:46.679000,Best for partying ﻿,0,3
emrah England,2015-05-19T22:10:02.515000,Take a look at this video on YouTube:﻿,1,3
kimberly dezan,2014-07-22T18:38:37.217000,Love your song makes me happy﻿,0,3
EraserMan2,2015-05-19T00:46:08.243000,why does the world not shuffle???﻿,0,3
Baptiste Blomme,2015-05-24T11:35:58.714000,Why did they stop their career in music? This music rocks !﻿,0,3
Aryan Khemka,2015-05-21T05:31:14.644000,Why do I feel like as if Gangnam style copied their song from this?!﻿,0,3
CHINMAY JANGID,2015-05-18T14:50:38.070000,5th most viewed video.. i guess﻿,0,3
GrayGRW,2015-03-11T05:26:51.968000,Like this comment if you are watching on a phone﻿,1,3
Sid,2015-02-21T06:19:03.549000,"At 500 subscribers i&#39;m sky diving help me reach my goal &lt;3<br />Trust me, i&#39;m a doctor.  :)﻿",1,3
‫مريم الهندي‬‎,2015-01-10T22:00:55.762000,Check out this video on YouTube:﻿,1,3
Waleed Khan,2015-05-22T13:54:59.712000,This is my favorite song ever love this Party Rock It Everybody!!!!﻿,0,3
janet rangel,2015-05-25T18:11:22.048000,Love this song makes me wanna dance! ﻿,0,3
Carol Galvan,2015-05-22T01:37:18.791000,I love this song so much﻿,0,3
Marshmallow Kingdom,2015-05-20T12:40:57.549000,THUMBS UP FOR ROBO GUY BABY﻿,0,3
Franklin Music,2015-05-24T02:53:52.667000,Very Nice !﻿,0,3
ItsJoey Dash,2014-07-22T10:04:00.700000,EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,1,3
Villads Hallundbæk,2015-03-14T16:16:22.607000,like this comment please﻿,1,3
Gulam Maulana,2015-05-26T15:46:26.833000,still.. this reminds me of 1 years back when i was do shuffle everyday﻿,0,3
Blaze Rod,2015-05-17T23:01:41.901000,"when i see this back in 2015 i ask myself how people got to like this song. seems like Gangnam style copied this style though, might just be me but yea﻿",0,3
JuniorVlogz,2015-03-03T21:02:26.389000,Like this comment if you still jam out to this song after 4 years ﻿,1,3
irving echeverria,2015-05-23T16:16:34.285000,LIKKEE﻿,0,3
Darleen Tran,2015-01-01T04:41:31.104000,Check out this video on YouTube:﻿,1,3
Jephone Cañas,2015-03-01T11:29:19.167000,this video has 800+m views<br />and the channel got 3m subscribers﻿,1,3
Henry Cousins,2014-07-27T18:24:57.907000,"hi guys please check out my vids , i will promos to subscribe to you to﻿",1,3
bebishyne alicdan,2014-10-04T13:16:55.971000,Check out this video on YouTube:﻿,1,3
Pj Jessie,2015-03-22T01:04:09.486000,Omg can this be the first video on YouTube to hit 1 billion views like this comment of you agree.﻿,1,3
Ruben Aviles,2015-01-22T02:08:41.056000,Check out this video on YouTube:﻿,1,3
Donna Loyd,2015-05-17T19:58:38.281000,Party rock due and duel﻿,0,3
jenrry garcia,2015-05-04T17:13:41.103000,Check out this video on YouTube:﻿,1,3
Almohtarif Info | المحترف انفو‎,2015-05-13T17:15:41.261000,subscribe me plzzzzzzz plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz﻿,1,3
Chihiro Cross,2015-05-17T19:55:19.876000,fucking love it omg :v﻿,0,3
Salty Croc,2014-07-22T04:20:37.489000,Like this comment for no reason﻿,1,3
Vitaly Denisovs,2015-02-15T21:19:55.060000,"Need money ? check my channel and subscribe,soon will post how to get it )﻿",1,3
Alex DeFeo,2015-05-28T04:15:22.615000,This song is just really fun ﻿,0,3
Shanu Dias,2014-12-22T11:51:16.881000,Check out this playlist on YouTube:﻿,1,3
   Berty  Winata,2015-05-21T11:41:30.117000,"I like so much this music,  good ﻿",0,3
All Or Nothing AMV,2014-09-16T11:02:58.430000,Subscribe﻿,1,3
Kingphillip9,2015-03-20T22:24:23.394000,░░░░░░░/\░░░░░▄▐<br />░░░░░░/     \░░░▄██▄<br />░░░░░/  (o)   \░░░░░▀█▄<br />░░░░/             \░░░░░░▀█▄<br />░░░/__   \   ░▄▄▄▄▄▀▀<br />░░░░▄▄▄██▀▀▀▀<br />░░░█▀▄▄▄█░▀▀       YOU HAVE BEEN SPOOKED BY THE SPOOKINATI<br />░░░▌░▄▄▄▐▌▀▀▀<br />▄░▐░░░▄▄░█░▀▀    SHARE THIS TO 666 PEOPLE TO BE UNSPOOKED <br />▀█▌░░░▄░▀█▀░▀ <br />░░░░░░░▄▄▐▌▄▄<br />░░░░░░░▀███▀█░▄<br />░░░░░░▐▌▀▄▀▄▀▐▄<br />░░░░░░▐▀░░░░░░▐▌<br />░░░░░░█░░░░░░░░█<br />░░░░░▐▌░░░░░░░░░█<br />░░░░░█░░░░░░░░░░▐▌﻿,1,3
Jesse Basurto,2014-12-12T08:50:18.674000,Check out this video on YouTube: I ﻿,1,3
ItstheSauce92,2014-07-23T05:22:52.881000,No one makes me wanna party like LMFAO does... I just wanna rage every time one of these songs comes on. The only other band that does that is &quot;On the Rocks Inc.&quot; those kids know how to party﻿,0,3
Blaze Blaziken,2015-05-20T03:50:29.098000,you cant stop the shuffle﻿,0,3
Reynad Gamer,2015-04-04T06:11:32.255000,Subscribe My Channel﻿,1,3
Ragnarok,2014-08-19T19:53:09.770000,Abomination! Subscribe if you agree :| party here in my channel. cool lights.﻿,1,3
CHM Guitar™,2015-03-22T15:10:43.815000,Like this comment for no reason﻿,1,3
Edgar's Finest,2014-12-09T05:35:45.812000,Hey guys subscribe to my chanel and i will subscribe back and like all your vids :)<br /><br />﻿,1,3
Khadra Abdirahman,2015-05-19T17:13:17.961000,Wow;)﻿,0,3
alanluna3,2015-02-18T17:45:43.182000,Check out this video on YouTube:﻿,1,3
Yuliana Andrea  Caucali Acosta,2015-05-23T18:59:07.686000,2015<br />I like video﻿,0,3
Sophie Flores,2015-01-10T18:17:21.145000,Check out this video on YouTube:﻿,1,3
Tominke Urbančok,2015-05-26T12:29:11.663000,Very Nice !!!<br />Yeah Fucking.﻿,0,3
goofygroova16,2015-05-26T20:03:52.314000,Ahhh back when my life didn&#39;t suck...﻿,0,3
breathinsoul,2015-05-26T22:21:28.011000,"Its funny that Mahogany is there lmao, I actually didn&#39;t know that her brother and uncle are part of LMFAO﻿",0,3
lil jay,2014-09-10T03:52:22.309000,Check out my music niggas﻿,1,3
Patrik Gybka,2015-05-05T09:32:04.687000,SUBSCRIBE MY CHANNEL PLEASE LOL PRO PLAYS)﻿,1,3
LoL Games,2015-05-27T13:37:19.404000,Yeah! Let&#39;s start the party!﻿,0,3
Filthy BarDown,2015-02-04T11:47:27.653000,Can i get views and subscribers for no reason? 😅﻿,1,3
budhanmike,2014-09-01T03:32:14.127000,Check out this funny video &quot;Cereal Box Knocks out Baby&quot; on my channel.﻿,1,3
Johanna Sarmiento,2015-02-28T22:00:56.179000,Check out this video on YouTube:﻿,1,3
Nana Diaz,2015-04-26T20:44:52.830000,Check out this video on YouTube:﻿,1,3
Michael Whiteside,2015-05-28T03:08:19.077000,I love this song so much﻿,0,3
Martin Dushkov,2015-05-25T12:24:17.075000,Best Music Ever!!!﻿,0,3
Jared Acevedo,2015-05-27T03:47:34.735000,Super awesome video<br />﻿,0,3
Pablo Cantellano,2015-02-20T16:23:25.378000,Check out this video on YouTube:﻿,1,3
16ladydanger,2015-05-14T17:59:04.547000,Check out this playlist on YouTube:﻿,1,3
shreyes taral,2015-05-20T16:57:09.940000,"This song is just insane.<br />Do you dance listening to this song?( i do, lol)﻿",0,3
D Maw,2015-05-25T05:43:54.048000,Remeber when this song was good﻿,0,3
Mason Pearce,2015-05-18T07:12:10.556000,like if ur watchin in 90000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                              1﻿,1,3
